# BUSCO version is: 5.7.1 
# The lineage dataset is: poales_odb10 (Creation date: 2024-01-08, number of genomes: 12, number of BUSCOs: 4896)
# Busco id	Status	Sequence	Gene Start	Gene End	Strand	Score	Length	OrthoDB url	Description
22at38820	Duplicated	chr3A_Hilliard	89219591	89198190	-	4678.4	2563	https://v10-1.orthodb.org/?query=22at38820	Spatacsin, C-terminal domain
23at38820	Duplicated	chr1D_Hilliard	437344510	437317661	-	4725.9	2551	https://v10-1.orthodb.org/?query=23at38820	Phosphatidylinositol 3-/4-kinase, catalytic domain
23at38820	Duplicated	chr1B_Hilliard	596156191	596123460	-	4716.2	2550	https://v10-1.orthodb.org/?query=23at38820	Phosphatidylinositol 3-/4-kinase, catalytic domain
23at38820	Duplicated	chr1A_Hilliard	540057382	540025891	-	4022.3	2288	https://v10-1.orthodb.org/?query=23at38820	Phosphatidylinositol 3-/4-kinase, catalytic domain
28at38820	Duplicated	chr7A_Hilliard	745973606	745962477	-	4582.6	2304	https://v10-1.orthodb.org/?query=28at38820	Phosphatidylinositol 3-/4-kinase, catalytic domain
28at38820	Duplicated	chr7D_Hilliard	642395565	642384301	-	4587.6	2303	https://v10-1.orthodb.org/?query=28at38820	Phosphatidylinositol 3-/4-kinase, catalytic domain
28at38820	Duplicated	chr7B_Hilliard	734467551	734456294	-	4575.1	2300	https://v10-1.orthodb.org/?query=28at38820	Phosphatidylinositol 3-/4-kinase, catalytic domain
30at38820	Duplicated	chr4D_Hilliard	31582141	31604475	+	4616.7	2285	https://v10-1.orthodb.org/?query=30at38820	Translational activator GCN1
30at38820	Duplicated	chr4B_Hilliard	39486993	39508805	+	4614.3	2285	https://v10-1.orthodb.org/?query=30at38820	Translational activator GCN1
30at38820	Duplicated	chr4A_Hilliard	576546154	576520370	-	3933.4	2094	https://v10-1.orthodb.org/?query=30at38820	Translational activator GCN1
34at38820	Duplicated	chr1D_Hilliard	331135356	331164310	+	4786.1	2213	https://v10-1.orthodb.org/?query=34at38820	FKBP12-rapamycin binding domain
34at38820	Duplicated	chr1A_Hilliard	421339950	421370236	+	4785.4	2213	https://v10-1.orthodb.org/?query=34at38820	FKBP12-rapamycin binding domain
34at38820	Duplicated	chr1B_Hilliard	446621765	446651280	+	4773.8	2213	https://v10-1.orthodb.org/?query=34at38820	FKBP12-rapamycin binding domain
35at38820	Duplicated	chr3D_Hilliard	298931971	298949126	+	4306.3	2323	https://v10-1.orthodb.org/?query=35at38820	Small subunit processome component 20-like protein
35at38820	Duplicated	chr3A_Hilliard	394046897	394064263	+	4292.5	2323	https://v10-1.orthodb.org/?query=35at38820	Small subunit processome component 20-like protein
35at38820	Duplicated	chr3B_Hilliard	408184553	408166379	-	4285.2	2323	https://v10-1.orthodb.org/?query=35at38820	Small subunit processome component 20-like protein
36at38820	Duplicated	chr3B_Hilliard	299668720	299712251	+	4314.7	2133	https://v10-1.orthodb.org/?query=36at38820	Piezo non-specific cation channel, R-Ras-binding domain
36at38820	Duplicated	chr3A_Hilliard	267983621	268030465	+	4286.6	2133	https://v10-1.orthodb.org/?query=36at38820	Piezo non-specific cation channel, R-Ras-binding domain
36at38820	Duplicated	chr3D_Hilliard	209081577	209139566	+	4285.6	2133	https://v10-1.orthodb.org/?query=36at38820	Piezo non-specific cation channel, R-Ras-binding domain
37at38820	Duplicated	chr1A_Hilliard	373585823	373565676	-	4755.4	2203	https://v10-1.orthodb.org/?query=37at38820	DnaJ domain
37at38820	Duplicated	chr1B_Hilliard	393973124	393957179	-	4750.0	2203	https://v10-1.orthodb.org/?query=37at38820	DnaJ domain
37at38820	Duplicated	chr1D_Hilliard	291092383	291076294	-	4750.0	2203	https://v10-1.orthodb.org/?query=37at38820	DnaJ domain
38at38820	Complete	chr4D_Hilliard	11047602	11065487	+	4270.6	2211	https://v10-1.orthodb.org/?query=38at38820	FMP27,  C-terminal
40at38820	Duplicated	chr2D_Hilliard	541584985	541604768	+	5069.5	2439	https://v10-1.orthodb.org/?query=40at38820	BEACH domain
40at38820	Duplicated	chr2A_Hilliard	671718212	671738739	+	5069.4	2439	https://v10-1.orthodb.org/?query=40at38820	BEACH domain
40at38820	Duplicated	chr2B_Hilliard	628421778	628441918	+	5061.7	2439	https://v10-1.orthodb.org/?query=40at38820	BEACH domain
46at38820	Duplicated	chr4D_Hilliard	252138920	252120042	-	4228.7	2220	https://v10-1.orthodb.org/?query=46at38820	FMP27,  C-terminal
46at38820	Duplicated	chr4A_Hilliard	303050333	303088140	+	3797.3	2084	https://v10-1.orthodb.org/?query=46at38820	FMP27,  C-terminal
46at38820	Duplicated	chr4B_Hilliard	252655092	252632671	-	3793.7	2069	https://v10-1.orthodb.org/?query=46at38820	FMP27,  C-terminal
48at38820	Duplicated	chr2D_Hilliard	445226711	445218066	-	4198.6	2116	https://v10-1.orthodb.org/?query=48at38820	Catalase core domain
48at38820	Duplicated	chr2B_Hilliard	517450959	517442246	-	4197.1	2116	https://v10-1.orthodb.org/?query=48at38820	Catalase core domain
48at38820	Duplicated	chr2A_Hilliard	574232711	574224167	-	4185.9	2116	https://v10-1.orthodb.org/?query=48at38820	Catalase core domain
50at38820	Duplicated	chr3D_Hilliard	267400128	267421568	+	3551.7	2022	https://v10-1.orthodb.org/?query=50at38820	WD40-repeat-containing domain
50at38820	Duplicated	chr3A_Hilliard	355368784	355345575	-	3523.8	2022	https://v10-1.orthodb.org/?query=50at38820	WD40-repeat-containing domain
50at38820	Duplicated	chr3B_Hilliard	325896896	325918896	+	3520.1	2022	https://v10-1.orthodb.org/?query=50at38820	WD40-repeat-containing domain
51at38820	Duplicated	chr1B_Hilliard	281329525	281305366	-	4020.0	1867	https://v10-1.orthodb.org/?query=51at38820	DNA polymerase epsilon catalytic subunit
51at38820	Duplicated	chr1D_Hilliard	202595539	202571471	-	4014.6	1866	https://v10-1.orthodb.org/?query=51at38820	DNA polymerase epsilon catalytic subunit
51at38820	Duplicated	chr1A_Hilliard	188069320	188034009	-	4010.8	1866	https://v10-1.orthodb.org/?query=51at38820	DNA polymerase epsilon catalytic subunit
52at38820	Duplicated	chr6A_Hilliard	565547196	565557129	+	3679.3	1952	https://v10-1.orthodb.org/?query=52at38820	Sec39 domain
52at38820	Duplicated	chr6B_Hilliard	641335475	641345513	+	3590.9	1950	https://v10-1.orthodb.org/?query=52at38820	Sec39 domain
52at38820	Duplicated	chr6D_Hilliard	444985239	444975449	-	3659.5	1947	https://v10-1.orthodb.org/?query=52at38820	Sec39 domain
54at38820	Duplicated	chr5B_Hilliard	695230399	695134997	-	4068.8	2143	https://v10-1.orthodb.org/?query=54at38820	Histidine kinase-DNA gyrase B-and HSP90-like ATPase family protein
54at38820	Duplicated	chr5A_Hilliard	643863106	643828014	-	4088.4	2138	https://v10-1.orthodb.org/?query=54at38820	Histidine kinase-DNA gyrase B-and HSP90-like ATPase family protein
54at38820	Duplicated	chr5D_Hilliard	526536028	526456833	-	4072.9	2138	https://v10-1.orthodb.org/?query=54at38820	Histidine kinase-DNA gyrase B-and HSP90-like ATPase family protein
60at38820	Duplicated	chr6A_Hilliard	621571752	621587321	+	3838.3	1831	https://v10-1.orthodb.org/?query=60at38820	Cell morphogenesis central region
60at38820	Duplicated	chr6D_Hilliard	495879859	495894109	+	3837.2	1831	https://v10-1.orthodb.org/?query=60at38820	Cell morphogenesis central region
60at38820	Duplicated	chr6B_Hilliard	726809563	726824811	+	3836.5	1831	https://v10-1.orthodb.org/?query=60at38820	Cell morphogenesis central region
62at38820	Duplicated	chr3D_Hilliard	303977228	304004452	+	3353.8	1794	https://v10-1.orthodb.org/?query=62at38820	LOC101755848
62at38820	Duplicated	chr3A_Hilliard	403248457	403277641	+	3355.6	1793	https://v10-1.orthodb.org/?query=62at38820	LOC101755848
62at38820	Duplicated	chr3B_Hilliard	413956942	413983258	+	3348.8	1793	https://v10-1.orthodb.org/?query=62at38820	LOC101755848
68at38820	Duplicated	chr4D_Hilliard	72389094	72399213	+	3823.1	1918	https://v10-1.orthodb.org/?query=68at38820	C2 domain
68at38820	Duplicated	chr4A_Hilliard	523867517	523880717	+	3823.0	1918	https://v10-1.orthodb.org/?query=68at38820	C2 domain
68at38820	Duplicated	chr4B_Hilliard	100670436	100679072	+	3818.6	1918	https://v10-1.orthodb.org/?query=68at38820	C2 domain
72at38820	Duplicated	chr7D_Hilliard	327707442	327718506	+	3441.0	1867	https://v10-1.orthodb.org/?query=72at38820	Histone-lysine N-methyltransferase ATXR3
72at38820	Duplicated	chr7A_Hilliard	354771296	354782413	+	3440.5	1867	https://v10-1.orthodb.org/?query=72at38820	Histone-lysine N-methyltransferase ATXR3
72at38820	Duplicated	chr7B_Hilliard	365375795	365364664	-	3426.8	1867	https://v10-1.orthodb.org/?query=72at38820	Histone-lysine N-methyltransferase ATXR3
78at38820	Duplicated	chr3D_Hilliard	85700267	85687445	-	3325.8	1597	https://v10-1.orthodb.org/?query=78at38820	Translocation and assembly module TamB
78at38820	Duplicated	chr3A_Hilliard	96463601	96449626	-	3323.0	1597	https://v10-1.orthodb.org/?query=78at38820	Translocation and assembly module TamB
78at38820	Duplicated	chr3B_Hilliard	141771262	141758420	-	3313.0	1596	https://v10-1.orthodb.org/?query=78at38820	Translocation and assembly module TamB
82at38820	Duplicated	chr3D_Hilliard	33561136	33551185	-	3292.7	1714	https://v10-1.orthodb.org/?query=82at38820	Zinc finger, UBR-type
82at38820	Duplicated	chr3B_Hilliard	72281147	72291114	+	3285.9	1714	https://v10-1.orthodb.org/?query=82at38820	Zinc finger, UBR-type
82at38820	Duplicated	chr3A_Hilliard	51185289	51195237	+	3279.2	1714	https://v10-1.orthodb.org/?query=82at38820	Zinc finger, UBR-type
83at38820	Duplicated	chr7A_Hilliard	106796129	106779141	-	3434.2	1626	https://v10-1.orthodb.org/?query=83at38820	callose synthase 5
83at38820	Duplicated	chr7D_Hilliard	103048133	103030942	-	3433.8	1626	https://v10-1.orthodb.org/?query=83at38820	callose synthase 5
83at38820	Duplicated	chr7B_Hilliard	49326954	49306065	-	3426.3	1626	https://v10-1.orthodb.org/?query=83at38820	callose synthase 5
87at38820	Duplicated	chr5A_Hilliard	683404390	683412439	+	3586.7	1847	https://v10-1.orthodb.org/?query=87at38820	Thyroid adenoma-associated protein-like protein
87at38820	Duplicated	chr4D_Hilliard	508103387	508111229	+	3580.4	1840	https://v10-1.orthodb.org/?query=87at38820	Thyroid adenoma-associated protein-like protein
87at38820	Duplicated	chr4B_Hilliard	648649009	648657228	+	3565.8	1840	https://v10-1.orthodb.org/?query=87at38820	Thyroid adenoma-associated protein-like protein
91at38820	Duplicated	chr5D_Hilliard	398528729	398513041	-	3553.6	1922	https://v10-1.orthodb.org/?query=91at38820	P-loop containing nucleoside triphosphate hydrolase
91at38820	Duplicated	chr5A_Hilliard	485849096	485833441	-	3548.2	1922	https://v10-1.orthodb.org/?query=91at38820	P-loop containing nucleoside triphosphate hydrolase
91at38820	Duplicated	chr5B_Hilliard	514731334	514715362	-	3534.3	1922	https://v10-1.orthodb.org/?query=91at38820	P-loop containing nucleoside triphosphate hydrolase
94at38820	Duplicated	chr6A_Hilliard	91171428	91180909	+	3630.4	2171	https://v10-1.orthodb.org/?query=94at38820	103626620
94at38820	Duplicated	chr6B_Hilliard	154677775	154686995	+	3618.3	2171	https://v10-1.orthodb.org/?query=94at38820	103626620
94at38820	Duplicated	chr6D_Hilliard	94822061	94831242	+	3639.0	2166	https://v10-1.orthodb.org/?query=94at38820	103626620
96at38820	Duplicated	chr4D_Hilliard	513246970	513257729	+	3194.3	1477	https://v10-1.orthodb.org/?query=96at38820	Dicer dimerisation domain
96at38820	Duplicated	chr4B_Hilliard	655135240	655145614	+	3190.4	1477	https://v10-1.orthodb.org/?query=96at38820	Dicer dimerisation domain
96at38820	Duplicated	chr5A_Hilliard	689622601	689658265	+	3186.1	1477	https://v10-1.orthodb.org/?query=96at38820	Dicer dimerisation domain
98at38820	Fragmented	chr2D_Hilliard	546334439	546322565	-	2178.5	1348	https://v10-1.orthodb.org/?query=98at38820	BP28, C-terminal domain
99at38820	Duplicated	chr3B_Hilliard	609926033	609908281	-	3254.3	1614	https://v10-1.orthodb.org/?query=99at38820	Protein MOR1
99at38820	Duplicated	chr3A_Hilliard	595639077	595621453	-	3271.2	1613	https://v10-1.orthodb.org/?query=99at38820	Protein MOR1
99at38820	Duplicated	chr3D_Hilliard	457517544	457499756	-	3297.0	1612	https://v10-1.orthodb.org/?query=99at38820	Protein MOR1
100at38820	Duplicated	chr7A_Hilliard	509245417	509229598	-	3207.4	1819	https://v10-1.orthodb.org/?query=100at38820	Virilizer, N-terminal
100at38820	Duplicated	chr7D_Hilliard	457167019	457151276	-	3218.9	1815	https://v10-1.orthodb.org/?query=100at38820	Virilizer, N-terminal
100at38820	Duplicated	chr7B_Hilliard	466035753	466019865	-	3202.8	1815	https://v10-1.orthodb.org/?query=100at38820	Virilizer, N-terminal
102at38820	Duplicated	chr1D_Hilliard	431685241	431698565	+	3254.9	1642	https://v10-1.orthodb.org/?query=102at38820	Helicase, C-terminal
102at38820	Duplicated	chr1A_Hilliard	535098707	535112342	+	3242.2	1642	https://v10-1.orthodb.org/?query=102at38820	Helicase, C-terminal
102at38820	Duplicated	chr1B_Hilliard	587406114	587420337	+	3244.7	1641	https://v10-1.orthodb.org/?query=102at38820	Helicase, C-terminal
104at38820	Duplicated	chr4D_Hilliard	13924009	13935320	+	3053.4	1543	https://v10-1.orthodb.org/?query=104at38820	Histone transcription regulator 3/CABIN1
104at38820	Duplicated	ptg001750l	501853	490383	-	2859.2	1498	https://v10-1.orthodb.org/?query=104at38820	Histone transcription regulator 3/CABIN1
104at38820	Duplicated	chr4A_Hilliard	592988121	592976994	-	2879.5	1497	https://v10-1.orthodb.org/?query=104at38820	Histone transcription regulator 3/CABIN1
114at38820	Duplicated	chr6A_Hilliard	178528210	178503832	-	3132.1	1797	https://v10-1.orthodb.org/?query=114at38820	Zinc finger, PHD-type
114at38820	Duplicated	chr6D_Hilliard	158741849	158716127	-	3102.1	1797	https://v10-1.orthodb.org/?query=114at38820	Zinc finger, PHD-type
114at38820	Duplicated	chr6B_Hilliard	243000127	242974988	-	3097.6	1797	https://v10-1.orthodb.org/?query=114at38820	Zinc finger, PHD-type
118at38820	Complete	chr5D_Hilliard	581728422	581718049	-	2901.0	1614	https://v10-1.orthodb.org/?query=118at38820	Zinc finger, RING-type
119at38820	Duplicated	chr6D_Hilliard	17626952	17615898	-	3207.9	1719	https://v10-1.orthodb.org/?query=119at38820	SNF2-related, N-terminal domain
119at38820	Duplicated	chr6A_Hilliard	17350833	17287292	-	3198.1	1718	https://v10-1.orthodb.org/?query=119at38820	SNF2-related, N-terminal domain
119at38820	Duplicated	chr6B_Hilliard	28967239	28956818	-	3133.0	1718	https://v10-1.orthodb.org/?query=119at38820	SNF2-related, N-terminal domain
120at38820	Duplicated	chr1D_Hilliard	53660165	53678736	+	3210.8	1630	https://v10-1.orthodb.org/?query=120at38820	S1 domain
120at38820	Duplicated	chr1A_Hilliard	69150489	69169100	+	3054.2	1610	https://v10-1.orthodb.org/?query=120at38820	S1 domain
120at38820	Duplicated	chr1B_Hilliard	78194623	78214158	+	3048.9	1609	https://v10-1.orthodb.org/?query=120at38820	S1 domain
121at38820	Duplicated	chr1D_Hilliard	349195046	349183176	-	2893.7	1367	https://v10-1.orthodb.org/?query=121at38820	Zinc finger, RING-type
121at38820	Duplicated	chr1A_Hilliard	455829836	455816405	-	2893.4	1367	https://v10-1.orthodb.org/?query=121at38820	Zinc finger, RING-type
121at38820	Duplicated	chr1B_Hilliard	468804270	468791975	-	2890.8	1367	https://v10-1.orthodb.org/?query=121at38820	Zinc finger, RING-type
124at38820	Duplicated	chr7D_Hilliard	441554105	441585534	+	3442.5	1751	https://v10-1.orthodb.org/?query=124at38820	HEAT repeat-containing protein 5A
124at38820	Duplicated	chr7B_Hilliard	451242613	451432832	+	3438.8	1751	https://v10-1.orthodb.org/?query=124at38820	HEAT repeat-containing protein 5A
127at38820	Duplicated	chr2A_Hilliard	179804978	179818211	+	2754.2	1314	https://v10-1.orthodb.org/?query=127at38820	Sec7, C-terminal
127at38820	Duplicated	chr2D_Hilliard	190487845	190468157	-	2750.0	1314	https://v10-1.orthodb.org/?query=127at38820	Sec7, C-terminal
127at38820	Duplicated	chr2B_Hilliard	236234316	236252375	+	2747.0	1314	https://v10-1.orthodb.org/?query=127at38820	Sec7, C-terminal
131at38820	Duplicated	chr7A_Hilliard	200162910	200136478	-	3089.4	1547	https://v10-1.orthodb.org/?query=131at38820	Proteasome activator complex subunit 4 C-terminal domain
131at38820	Duplicated	chr7B_Hilliard	156209230	156232020	+	2881.7	1459	https://v10-1.orthodb.org/?query=131at38820	Proteasome activator complex subunit 4 C-terminal domain
131at38820	Duplicated	chr7D_Hilliard	194708405	194727019	+	2858.6	1459	https://v10-1.orthodb.org/?query=131at38820	Proteasome activator complex subunit 4 C-terminal domain
133at38820	Duplicated	chr6D_Hilliard	175114623	175146762	+	3000.9	1564	https://v10-1.orthodb.org/?query=133at38820	Nucleoporin Nup186/Nup192/Nup205
133at38820	Duplicated	chr6A_Hilliard	189378797	189346070	-	2997.0	1564	https://v10-1.orthodb.org/?query=133at38820	Nucleoporin Nup186/Nup192/Nup205
133at38820	Duplicated	chr6B_Hilliard	280405562	280431880	+	2986.2	1564	https://v10-1.orthodb.org/?query=133at38820	Nucleoporin Nup186/Nup192/Nup205
134at38820	Duplicated	chr4D_Hilliard	241316417	241285599	-	2807.1	1424	https://v10-1.orthodb.org/?query=134at38820	Phosphatidylinositol-4-phosphate 5-kinase, core
134at38820	Duplicated	chr4B_Hilliard	334147269	334103569	-	2801.9	1421	https://v10-1.orthodb.org/?query=134at38820	Phosphatidylinositol-4-phosphate 5-kinase, core
134at38820	Duplicated	chr4A_Hilliard	360235141	360266648	+	2789.4	1421	https://v10-1.orthodb.org/?query=134at38820	Phosphatidylinositol-4-phosphate 5-kinase, core
135at38820	Duplicated	chr1A_Hilliard	418036480	418063385	+	2976.3	1518	https://v10-1.orthodb.org/?query=135at38820	Anaphase-promoting complex subunit 1
135at38820	Duplicated	chr1D_Hilliard	328467278	328491560	+	2976.0	1518	https://v10-1.orthodb.org/?query=135at38820	Anaphase-promoting complex subunit 1
135at38820	Duplicated	chr1B_Hilliard	443510935	443535549	+	2958.8	1518	https://v10-1.orthodb.org/?query=135at38820	Anaphase-promoting complex subunit 1
138at38820	Duplicated	chr7D_Hilliard	345831814	345863938	+	2818.0	1427	https://v10-1.orthodb.org/?query=138at38820	Phosphatidylinositol-4-phosphate 5-kinase, core
138at38820	Duplicated	chr7B_Hilliard	316774616	316761872	-	2806.1	1427	https://v10-1.orthodb.org/?query=138at38820	Phosphatidylinositol-4-phosphate 5-kinase, core
138at38820	Duplicated	chr7A_Hilliard	392691015	392713739	+	2805.5	1426	https://v10-1.orthodb.org/?query=138at38820	Phosphatidylinositol-4-phosphate 5-kinase, core
143at38820	Duplicated	chr2B_Hilliard	116759119	116741866	-	2682.9	1405	https://v10-1.orthodb.org/?query=143at38820	DNA polymerase
143at38820	Duplicated	chr2A_Hilliard	70353881	70338382	-	2368.3	1335	https://v10-1.orthodb.org/?query=143at38820	DNA polymerase
143at38820	Duplicated	chr2D_Hilliard	85177120	85164981	-	2460.7	1313	https://v10-1.orthodb.org/?query=143at38820	DNA polymerase
144at38820	Duplicated	chr5B_Hilliard	610290006	610306131	+	3097.8	1654	https://v10-1.orthodb.org/?query=144at38820	Bacterial Ig-like, group 2
144at38820	Duplicated	chr5D_Hilliard	468246554	468262598	+	3096.2	1654	https://v10-1.orthodb.org/?query=144at38820	Bacterial Ig-like, group 2
144at38820	Duplicated	chr5A_Hilliard	579147345	579163640	+	3092.6	1654	https://v10-1.orthodb.org/?query=144at38820	Bacterial Ig-like, group 2
150at38820	Duplicated	chr1D_Hilliard	217732226	217705344	-	2778.4	1364	https://v10-1.orthodb.org/?query=150at38820	UDP-glucose:Glycoprotein Glucosyltransferase
150at38820	Duplicated	chr1A_Hilliard	285760150	285781479	+	2559.9	1336	https://v10-1.orthodb.org/?query=150at38820	UDP-glucose:Glycoprotein Glucosyltransferase
150at38820	Duplicated	chr1B_Hilliard	319019612	318992231	-	2558.8	1336	https://v10-1.orthodb.org/?query=150at38820	UDP-glucose:Glycoprotein Glucosyltransferase
157at38820	Duplicated	chr6D_Hilliard	407054360	407040497	-	2835.5	1348	https://v10-1.orthodb.org/?query=157at38820	Mediator complex, subunit Med23
157at38820	Duplicated	chr6B_Hilliard	580294676	580280480	-	2835.3	1348	https://v10-1.orthodb.org/?query=157at38820	Mediator complex, subunit Med23
157at38820	Duplicated	chr6A_Hilliard	527777048	527744380	-	2826.8	1348	https://v10-1.orthodb.org/?query=157at38820	Mediator complex, subunit Med23
166at38820	Duplicated	chr5D_Hilliard	461159292	461171382	+	2168.2	1444	https://v10-1.orthodb.org/?query=166at38820	Zinc finger, PHD-type
166at38820	Duplicated	chr5B_Hilliard	596730603	596740828	+	2009.9	1363	https://v10-1.orthodb.org/?query=166at38820	Zinc finger, PHD-type
166at38820	Duplicated	chr5A_Hilliard	569648724	569659223	+	2054.9	1359	https://v10-1.orthodb.org/?query=166at38820	Zinc finger, PHD-type
168at38820	Duplicated	chr4B_Hilliard	239496019	239484313	-	2813.3	1300	https://v10-1.orthodb.org/?query=168at38820	P-loop containing nucleoside triphosphate hydrolase
168at38820	Duplicated	ptg003790l	6036	16804	+	2661.8	1210	https://v10-1.orthodb.org/?query=168at38820	P-loop containing nucleoside triphosphate hydrolase
168at38820	Duplicated	chr4D_Hilliard	213691986	213682546	-	2661.7	1209	https://v10-1.orthodb.org/?query=168at38820	P-loop containing nucleoside triphosphate hydrolase
168at38820	Duplicated	chr4A_Hilliard	314956706	314967597	+	2654.6	1209	https://v10-1.orthodb.org/?query=168at38820	P-loop containing nucleoside triphosphate hydrolase
172at38820	Duplicated	chr2D_Hilliard	590474205	590463025	-	3078.1	1454	https://v10-1.orthodb.org/?query=172at38820	ABC transporter type 1, transmembrane domain
172at38820	Duplicated	chr2A_Hilliard	714493059	714504212	+	3073.2	1454	https://v10-1.orthodb.org/?query=172at38820	ABC transporter type 1, transmembrane domain
172at38820	Duplicated	chr2B_Hilliard	695017517	695006408	-	3068.0	1454	https://v10-1.orthodb.org/?query=172at38820	ABC transporter type 1, transmembrane domain
172at38820	Duplicated	chr1B_Hilliard	708721401	708733442	+	3009.7	1454	https://v10-1.orthodb.org/?query=172at38820	ABC transporter type 1, transmembrane domain
172at38820	Duplicated	chr1A_Hilliard	573752887	573741226	-	2824.2	1454	https://v10-1.orthodb.org/?query=172at38820	ABC transporter type 1, transmembrane domain
173at38820	Duplicated	chr3D_Hilliard	298286016	298273889	-	2771.7	1326	https://v10-1.orthodb.org/?query=173at38820	Myosin head, motor domain
173at38820	Duplicated	chr3A_Hilliard	392976136	392944724	-	2759.9	1326	https://v10-1.orthodb.org/?query=173at38820	Myosin head, motor domain
173at38820	Duplicated	chr3B_Hilliard	408423327	408435861	+	2733.4	1326	https://v10-1.orthodb.org/?query=173at38820	Myosin head, motor domain
174at38820	Duplicated	chr2B_Hilliard	808106537	808091641	-	2943.8	1595	https://v10-1.orthodb.org/?query=174at38820	WD40/YVTN repeat-like-containing domain superfamily
174at38820	Duplicated	chr2A_Hilliard	784817858	784808689	-	2948.9	1591	https://v10-1.orthodb.org/?query=174at38820	WD40/YVTN repeat-like-containing domain superfamily
174at38820	Duplicated	chr2A_Hilliard	784875234	784866065	-	2948.9	1591	https://v10-1.orthodb.org/?query=174at38820	WD40/YVTN repeat-like-containing domain superfamily
174at38820	Duplicated	chr2D_Hilliard	668528129	668520814	-	2554.5	1394	https://v10-1.orthodb.org/?query=174at38820	WD40/YVTN repeat-like-containing domain superfamily
176at38820	Duplicated	chr6B_Hilliard	320469516	320418887	-	2631.9	1395	https://v10-1.orthodb.org/?query=176at38820	Thiamine pyrophosphate enzyme, C-terminal TPP-binding
