# BUSCO version is: 5.7.1 
# The lineage dataset is: poales_odb10 (Creation date: 2024-01-08, number of genomes: 12, number of BUSCOs: 4896)
# Busco id	Status	Sequence	Gene Start	Gene End	Strand	Score	Length	OrthoDB url	Description
10at38820	Duplicated	chr4B_AGS2000	68473786	68488794	+	6058.4	3111	https://v10-1.orthodb.org/?query=10at38820	Serine/threonine-protein kinase SMG1
12at38820	Duplicated	chr5D_AGS2000	478799687	478816088	+	6528.9	3074	https://v10-1.orthodb.org/?query=12at38820	WD40 repeat
12at38820	Duplicated	chr5A_AGS2000	585713263	585697361	-	6521.8	3074	https://v10-1.orthodb.org/?query=12at38820	WD40 repeat
12at38820	Duplicated	chr5B_AGS2000	595689938	595673587	-	6520.5	3074	https://v10-1.orthodb.org/?query=12at38820	WD40 repeat
20at38820	Duplicated	chr7D_AGS2000	402407365	402434219	+	5296.9	2844	https://v10-1.orthodb.org/?query=20at38820	Vacuolar protein sorting-associated protein 13, N-terminal domain
20at38820	Duplicated	chr7B_AGS2000	406963064	406990339	+	4687.1	2707	https://v10-1.orthodb.org/?query=20at38820	Vacuolar protein sorting-associated protein 13, N-terminal domain
20at38820	Duplicated	chr7A_AGS2000	461562701	461539015	-	4699.0	2680	https://v10-1.orthodb.org/?query=20at38820	Vacuolar protein sorting-associated protein 13, N-terminal domain
22at38820	Duplicated	chr3D_AGS2000	90763579	90744450	-	4711.3	2563	https://v10-1.orthodb.org/?query=22at38820	Spatacsin, C-terminal domain
22at38820	Duplicated	chr3B_AGS2000	129906973	129887924	-	4691.8	2563	https://v10-1.orthodb.org/?query=22at38820	Spatacsin, C-terminal domain
22at38820	Duplicated	chr3A_AGS2000	85040319	85018916	-	4678.4	2563	https://v10-1.orthodb.org/?query=22at38820	Spatacsin, C-terminal domain
23at38820	Duplicated	chr1D_AGS2000	423666697	423639836	-	4723.8	2551	https://v10-1.orthodb.org/?query=23at38820	Phosphatidylinositol 3-/4-kinase, catalytic domain
23at38820	Duplicated	chr1B_AGS2000	655250528	655222873	-	4724.5	2550	https://v10-1.orthodb.org/?query=23at38820	Phosphatidylinositol 3-/4-kinase, catalytic domain
23at38820	Duplicated	chr1A_AGS2000	524853529	524822039	-	4022.3	2288	https://v10-1.orthodb.org/?query=23at38820	Phosphatidylinositol 3-/4-kinase, catalytic domain
28at38820	Duplicated	chr7A_AGS2000	732637439	732626310	-	4582.6	2304	https://v10-1.orthodb.org/?query=28at38820	Phosphatidylinositol 3-/4-kinase, catalytic domain
28at38820	Duplicated	chr7D_AGS2000	635621350	635610072	-	4587.6	2303	https://v10-1.orthodb.org/?query=28at38820	Phosphatidylinositol 3-/4-kinase, catalytic domain
28at38820	Duplicated	chr7B_AGS2000	734392643	734381386	-	4575.0	2300	https://v10-1.orthodb.org/?query=28at38820	Phosphatidylinositol 3-/4-kinase, catalytic domain
30at38820	Duplicated	chr4D_AGS2000	31419487	31441821	+	4616.7	2285	https://v10-1.orthodb.org/?query=30at38820	Translational activator GCN1
30at38820	Duplicated	chr4B_AGS2000	46487362	46509174	+	4614.3	2285	https://v10-1.orthodb.org/?query=30at38820	Translational activator GCN1
30at38820	Duplicated	chr4A_AGS2000	575920790	575895009	-	3933.4	2094	https://v10-1.orthodb.org/?query=30at38820	Translational activator GCN1
34at38820	Duplicated	chr1D_AGS2000	317995157	318024103	+	4786.1	2213	https://v10-1.orthodb.org/?query=34at38820	FKBP12-rapamycin binding domain
34at38820	Duplicated	chr1A_AGS2000	406454161	406484439	+	4780.3	2213	https://v10-1.orthodb.org/?query=34at38820	FKBP12-rapamycin binding domain
34at38820	Duplicated	chr1B_AGS2000	512649573	512679089	+	4775.3	2213	https://v10-1.orthodb.org/?query=34at38820	FKBP12-rapamycin binding domain
35at38820	Duplicated	chr3D_AGS2000	309268930	309286085	+	4306.3	2323	https://v10-1.orthodb.org/?query=35at38820	Small subunit processome component 20-like protein
35at38820	Duplicated	chr3A_AGS2000	390517027	390534394	+	4292.5	2323	https://v10-1.orthodb.org/?query=35at38820	Small subunit processome component 20-like protein
35at38820	Duplicated	chr3B_AGS2000	402214731	402196557	-	4285.2	2323	https://v10-1.orthodb.org/?query=35at38820	Small subunit processome component 20-like protein
36at38820	Duplicated	chr3B_AGS2000	293734008	293777537	+	4314.7	2133	https://v10-1.orthodb.org/?query=36at38820	Piezo non-specific cation channel, R-Ras-binding domain
36at38820	Duplicated	chr3A_AGS2000	264624777	264671617	+	4286.6	2133	https://v10-1.orthodb.org/?query=36at38820	Piezo non-specific cation channel, R-Ras-binding domain
36at38820	Duplicated	chr3D_AGS2000	219397844	219455830	+	4285.6	2133	https://v10-1.orthodb.org/?query=36at38820	Piezo non-specific cation channel, R-Ras-binding domain
37at38820	Duplicated	chr1A_AGS2000	359296998	359276851	-	4755.4	2203	https://v10-1.orthodb.org/?query=37at38820	DnaJ domain
37at38820	Duplicated	chr1B_AGS2000	459990871	459974926	-	4750.0	2203	https://v10-1.orthodb.org/?query=37at38820	DnaJ domain
37at38820	Duplicated	chr1D_AGS2000	277809406	277793317	-	4750.0	2203	https://v10-1.orthodb.org/?query=37at38820	DnaJ domain
38at38820	Complete	chr4D_AGS2000	10921599	10939484	+	4270.6	2211	https://v10-1.orthodb.org/?query=38at38820	FMP27,  C-terminal
40at38820	Duplicated	chr2D_AGS2000	532921524	532941307	+	5069.5	2439	https://v10-1.orthodb.org/?query=40at38820	BEACH domain
40at38820	Duplicated	chr2B_AGS2000	636515340	636534975	+	5045.6	2439	https://v10-1.orthodb.org/?query=40at38820	BEACH domain
40at38820	Duplicated	chr2A_AGS2000	676391386	676415118	+	5063.4	2438	https://v10-1.orthodb.org/?query=40at38820	BEACH domain
46at38820	Duplicated	chr4D_AGS2000	254289064	254270186	-	4228.7	2220	https://v10-1.orthodb.org/?query=46at38820	FMP27,  C-terminal
46at38820	Duplicated	chr4A_AGS2000	302003012	302040820	+	3797.3	2084	https://v10-1.orthodb.org/?query=46at38820	FMP27,  C-terminal
46at38820	Duplicated	chr4B_AGS2000	250595669	250573245	-	3793.7	2069	https://v10-1.orthodb.org/?query=46at38820	FMP27,  C-terminal
48at38820	Duplicated	chr2B_AGS2000	525580479	525571766	-	4199.3	2116	https://v10-1.orthodb.org/?query=48at38820	Catalase core domain
48at38820	Duplicated	chr2D_AGS2000	436468630	436459985	-	4198.6	2116	https://v10-1.orthodb.org/?query=48at38820	Catalase core domain
48at38820	Duplicated	chr2A_AGS2000	578241119	578232575	-	4185.9	2116	https://v10-1.orthodb.org/?query=48at38820	Catalase core domain
50at38820	Duplicated	chr3D_AGS2000	277730456	277751893	+	3551.7	2022	https://v10-1.orthodb.org/?query=50at38820	WD40-repeat-containing domain
50at38820	Duplicated	chr3A_AGS2000	351831469	351808252	-	3523.8	2022	https://v10-1.orthodb.org/?query=50at38820	WD40-repeat-containing domain
50at38820	Duplicated	chr3B_AGS2000	319951805	319973804	+	3520.1	2022	https://v10-1.orthodb.org/?query=50at38820	WD40-repeat-containing domain
51at38820	Duplicated	chr1B_AGS2000	345805485	345781321	-	4020.0	1867	https://v10-1.orthodb.org/?query=51at38820	DNA polymerase epsilon catalytic subunit
51at38820	Duplicated	chr1D_AGS2000	189752639	189728568	-	4015.1	1866	https://v10-1.orthodb.org/?query=51at38820	DNA polymerase epsilon catalytic subunit
51at38820	Duplicated	chr1A_AGS2000	175199298	175163985	-	4010.8	1866	https://v10-1.orthodb.org/?query=51at38820	DNA polymerase epsilon catalytic subunit
52at38820	Duplicated	chr6A_AGS2000	575193716	575203647	+	3679.3	1952	https://v10-1.orthodb.org/?query=52at38820	Sec39 domain
52at38820	Duplicated	chr6B_AGS2000	645732486	645742525	+	3590.9	1950	https://v10-1.orthodb.org/?query=52at38820	Sec39 domain
52at38820	Duplicated	chr5B_AGS2000	697916909	697926826	+	3651.9	1949	https://v10-1.orthodb.org/?query=52at38820	Sec39 domain
52at38820	Duplicated	chr6D_AGS2000	454276281	454266491	-	3659.5	1947	https://v10-1.orthodb.org/?query=52at38820	Sec39 domain
54at38820	Duplicated	chr5A_AGS2000	639402916	639367824	-	4089.5	2139	https://v10-1.orthodb.org/?query=54at38820	Histidine kinase-DNA gyrase B-and HSP90-like ATPase family protein
54at38820	Duplicated	chr5B_AGS2000	665201466	665160008	-	4075.3	2138	https://v10-1.orthodb.org/?query=54at38820	Histidine kinase-DNA gyrase B-and HSP90-like ATPase family protein
54at38820	Duplicated	chr5D_AGS2000	526663390	526508271	-	4072.8	2138	https://v10-1.orthodb.org/?query=54at38820	Histidine kinase-DNA gyrase B-and HSP90-like ATPase family protein
60at38820	Duplicated	chr6B_AGS2000	736062836	736047074	-	3838.4	1831	https://v10-1.orthodb.org/?query=60at38820	Cell morphogenesis central region
60at38820	Duplicated	chr6A_AGS2000	631339955	631355416	+	3837.3	1831	https://v10-1.orthodb.org/?query=60at38820	Cell morphogenesis central region
60at38820	Duplicated	chr6D_AGS2000	504753684	504767928	+	3837.2	1831	https://v10-1.orthodb.org/?query=60at38820	Cell morphogenesis central region
62at38820	Duplicated	chr3D_AGS2000	314316708	314343927	+	3353.8	1794	https://v10-1.orthodb.org/?query=62at38820	LOC101755848
62at38820	Duplicated	chr3A_AGS2000	399716576	399745760	+	3355.6	1793	https://v10-1.orthodb.org/?query=62at38820	LOC101755848
62at38820	Duplicated	chr3B_AGS2000	407988600	408014916	+	3348.8	1793	https://v10-1.orthodb.org/?query=62at38820	LOC101755848
68at38820	Duplicated	chr4D_AGS2000	72202870	72212984	+	3823.1	1918	https://v10-1.orthodb.org/?query=68at38820	C2 domain
68at38820	Duplicated	chr4A_AGS2000	523197095	523210295	+	3823.0	1918	https://v10-1.orthodb.org/?query=68at38820	C2 domain
68at38820	Duplicated	chr4B_AGS2000	107810962	107819598	+	3818.6	1918	https://v10-1.orthodb.org/?query=68at38820	C2 domain
72at38820	Duplicated	chr7D_AGS2000	321678173	321689222	+	3441.1	1867	https://v10-1.orthodb.org/?query=72at38820	Histone-lysine N-methyltransferase ATXR3
72at38820	Duplicated	chr7A_AGS2000	350580744	350591861	+	3440.5	1867	https://v10-1.orthodb.org/?query=72at38820	Histone-lysine N-methyltransferase ATXR3
72at38820	Duplicated	chr7B_AGS2000	365493506	365482375	-	3426.8	1867	https://v10-1.orthodb.org/?query=72at38820	Histone-lysine N-methyltransferase ATXR3
78at38820	Duplicated	chr3D_AGS2000	96157380	96144558	-	3325.8	1597	https://v10-1.orthodb.org/?query=78at38820	Translocation and assembly module TamB
78at38820	Duplicated	chr3A_AGS2000	92284661	92270686	-	3323.0	1597	https://v10-1.orthodb.org/?query=78at38820	Translocation and assembly module TamB
78at38820	Duplicated	chr3B_AGS2000	135802924	135790078	-	3313.0	1596	https://v10-1.orthodb.org/?query=78at38820	Translocation and assembly module TamB
82at38820	Duplicated	chr3A_AGS2000	46286931	46296887	+	3294.3	1714	https://v10-1.orthodb.org/?query=82at38820	Zinc finger, UBR-type
82at38820	Duplicated	chr3D_AGS2000	44902427	44912378	+	3292.7	1714	https://v10-1.orthodb.org/?query=82at38820	Zinc finger, UBR-type
82at38820	Duplicated	chr3B_AGS2000	66384604	66394571	+	3285.3	1714	https://v10-1.orthodb.org/?query=82at38820	Zinc finger, UBR-type
83at38820	Duplicated	chr7A_AGS2000	102276511	102259521	-	3434.2	1626	https://v10-1.orthodb.org/?query=83at38820	callose synthase 5
83at38820	Duplicated	chr7D_AGS2000	97442064	97424873	-	3433.8	1626	https://v10-1.orthodb.org/?query=83at38820	callose synthase 5
83at38820	Duplicated	chr7B_AGS2000	48383386	48362497	-	3426.3	1626	https://v10-1.orthodb.org/?query=83at38820	callose synthase 5
87at38820	Duplicated	chr5A_AGS2000	679186820	679194869	+	3584.0	1847	https://v10-1.orthodb.org/?query=87at38820	Thyroid adenoma-associated protein-like protein
87at38820	Duplicated	chr4D_AGS2000	509793554	509801396	+	3580.4	1840	https://v10-1.orthodb.org/?query=87at38820	Thyroid adenoma-associated protein-like protein
87at38820	Duplicated	chr4B_AGS2000	652772228	652780447	+	3565.8	1840	https://v10-1.orthodb.org/?query=87at38820	Thyroid adenoma-associated protein-like protein
91at38820	Duplicated	chr5D_AGS2000	398891571	398875883	-	3553.6	1922	https://v10-1.orthodb.org/?query=91at38820	P-loop containing nucleoside triphosphate hydrolase
91at38820	Duplicated	chr5A_AGS2000	486944020	486928365	-	3548.2	1922	https://v10-1.orthodb.org/?query=91at38820	P-loop containing nucleoside triphosphate hydrolase
91at38820	Duplicated	chr5B_AGS2000	483053659	483037686	-	3541.0	1922	https://v10-1.orthodb.org/?query=91at38820	P-loop containing nucleoside triphosphate hydrolase
94at38820	Duplicated	chr6A_AGS2000	98313032	98322513	+	3629.0	2171	https://v10-1.orthodb.org/?query=94at38820	103626620
94at38820	Duplicated	chr6B_AGS2000	157438346	157447566	+	3618.3	2171	https://v10-1.orthodb.org/?query=94at38820	103626620
94at38820	Duplicated	chr6D_AGS2000	103925569	103934750	+	3639.0	2166	https://v10-1.orthodb.org/?query=94at38820	103626620
96at38820	Duplicated	chr4D_AGS2000	514948066	514958825	+	3194.3	1477	https://v10-1.orthodb.org/?query=96at38820	Dicer dimerisation domain
96at38820	Duplicated	chr4B_AGS2000	659194840	659205214	+	3190.4	1477	https://v10-1.orthodb.org/?query=96at38820	Dicer dimerisation domain
96at38820	Duplicated	chr5A_AGS2000	685248625	685284196	+	3187.8	1477	https://v10-1.orthodb.org/?query=96at38820	Dicer dimerisation domain
98at38820	Fragmented	chr2D_AGS2000	537675991	537664117	-	2178.5	1348	https://v10-1.orthodb.org/?query=98at38820	BP28, C-terminal domain
99at38820	Duplicated	chr3D_AGS2000	467900780	467882991	-	3297.0	1612	https://v10-1.orthodb.org/?query=99at38820	Protein MOR1
99at38820	Duplicated	chr3A_AGS2000	591702549	591684935	-	3290.3	1612	https://v10-1.orthodb.org/?query=99at38820	Protein MOR1
99at38820	Duplicated	chr3B_AGS2000	612769066	612751317	-	3260.4	1612	https://v10-1.orthodb.org/?query=99at38820	Protein MOR1
100at38820	Duplicated	chr7A_AGS2000	505023135	505007329	-	3209.8	1819	https://v10-1.orthodb.org/?query=100at38820	Virilizer, N-terminal
100at38820	Duplicated	chr7D_AGS2000	451187875	451172128	-	3218.9	1815	https://v10-1.orthodb.org/?query=100at38820	Virilizer, N-terminal
100at38820	Duplicated	chr7B_AGS2000	466321902	466306014	-	3202.8	1815	https://v10-1.orthodb.org/?query=100at38820	Virilizer, N-terminal
102at38820	Duplicated	chr1D_AGS2000	418077106	418090624	+	3254.1	1642	https://v10-1.orthodb.org/?query=102at38820	Helicase, C-terminal
102at38820	Duplicated	chr1A_AGS2000	520523933	520537562	+	3246.0	1642	https://v10-1.orthodb.org/?query=102at38820	Helicase, C-terminal
102at38820	Duplicated	chr1B_AGS2000	647454800	647468857	+	3241.0	1641	https://v10-1.orthodb.org/?query=102at38820	Helicase, C-terminal
104at38820	Duplicated	chr4D_AGS2000	13807444	13818755	+	3053.4	1543	https://v10-1.orthodb.org/?query=104at38820	Histone transcription regulator 3/CABIN1
104at38820	Duplicated	chr4B_AGS2000	25961845	25973315	+	2859.2	1498	https://v10-1.orthodb.org/?query=104at38820	Histone transcription regulator 3/CABIN1
104at38820	Duplicated	chr4A_AGS2000	592168197	592157070	-	2879.5	1497	https://v10-1.orthodb.org/?query=104at38820	Histone transcription regulator 3/CABIN1
114at38820	Duplicated	chr6D_AGS2000	167833505	167807770	-	3133.9	1797	https://v10-1.orthodb.org/?query=114at38820	Zinc finger, PHD-type
114at38820	Duplicated	chr6A_AGS2000	187378034	187353679	-	3132.1	1797	https://v10-1.orthodb.org/?query=114at38820	Zinc finger, PHD-type
114at38820	Duplicated	chr6B_AGS2000	245169778	245145677	-	3092.3	1797	https://v10-1.orthodb.org/?query=114at38820	Zinc finger, PHD-type
118at38820	Duplicated	chr5D_AGS2000	582659111	582648738	-	2901.0	1614	https://v10-1.orthodb.org/?query=118at38820	Zinc finger, RING-type
118at38820	Duplicated	chr5B_AGS2000	729830077	729898713	+	2883.3	1613	https://v10-1.orthodb.org/?query=118at38820	Zinc finger, RING-type
119at38820	Duplicated	chr6D_AGS2000	18273457	18262403	-	3207.9	1719	https://v10-1.orthodb.org/?query=119at38820	SNF2-related, N-terminal domain
119at38820	Duplicated	chr6B_AGS2000	32353044	32335973	-	3195.1	1718	https://v10-1.orthodb.org/?query=119at38820	SNF2-related, N-terminal domain
119at38820	Duplicated	chr6A_AGS2000	24365284	24274403	-	3190.0	1718	https://v10-1.orthodb.org/?query=119at38820	SNF2-related, N-terminal domain
120at38820	Duplicated	chr1D_AGS2000	52854540	52873111	+	3210.8	1630	https://v10-1.orthodb.org/?query=120at38820	S1 domain
120at38820	Duplicated	chr1A_AGS2000	56241133	56259751	+	3056.7	1610	https://v10-1.orthodb.org/?query=120at38820	S1 domain
120at38820	Duplicated	chr1B_AGS2000	100877882	100896486	+	3007.9	1610	https://v10-1.orthodb.org/?query=120at38820	S1 domain
121at38820	Duplicated	chr1D_AGS2000	336062557	336050687	-	2893.7	1367	https://v10-1.orthodb.org/?query=121at38820	Zinc finger, RING-type
121at38820	Duplicated	chr1A_AGS2000	440893160	440879729	-	2893.4	1367	https://v10-1.orthodb.org/?query=121at38820	Zinc finger, RING-type
121at38820	Duplicated	chr1B_AGS2000	534802123	534789828	-	2890.8	1367	https://v10-1.orthodb.org/?query=121at38820	Zinc finger, RING-type
124at38820	Duplicated	chr7D_AGS2000	435592182	435623611	+	3445.5	1751	https://v10-1.orthodb.org/?query=124at38820	HEAT repeat-containing protein 5A
124at38820	Duplicated	chr7B_AGS2000	451577149	451767415	+	3438.8	1751	https://v10-1.orthodb.org/?query=124at38820	HEAT repeat-containing protein 5A
127at38820	Duplicated	chr2A_AGS2000	181543070	181556294	+	2754.2	1314	https://v10-1.orthodb.org/?query=127at38820	Sec7, C-terminal
127at38820	Duplicated	chr2D_AGS2000	181112114	181092426	-	2750.0	1314	https://v10-1.orthodb.org/?query=127at38820	Sec7, C-terminal
127at38820	Duplicated	chr2B_AGS2000	244450691	244468750	+	2747.0	1314	https://v10-1.orthodb.org/?query=127at38820	Sec7, C-terminal
131at38820	Duplicated	chr7A_AGS2000	195646436	195620004	-	3089.4	1547	https://v10-1.orthodb.org/?query=131at38820	Proteasome activator complex subunit 4 C-terminal domain
131at38820	Duplicated	chr7B_AGS2000	154990367	155013157	+	2881.7	1459	https://v10-1.orthodb.org/?query=131at38820	Proteasome activator complex subunit 4 C-terminal domain
131at38820	Duplicated	chr7D_AGS2000	188623285	188641906	+	2858.6	1459	https://v10-1.orthodb.org/?query=131at38820	Proteasome activator complex subunit 4 C-terminal domain
133at38820	Duplicated	chr6D_AGS2000	184186041	184218180	+	3000.9	1564	https://v10-1.orthodb.org/?query=133at38820	Nucleoporin Nup186/Nup192/Nup205
133at38820	Duplicated	chr6A_AGS2000	198235412	198202685	-	2997.0	1564	https://v10-1.orthodb.org/?query=133at38820	Nucleoporin Nup186/Nup192/Nup205
133at38820	Duplicated	chr6B_AGS2000	277242382	277268698	+	2975.4	1564	https://v10-1.orthodb.org/?query=133at38820	Nucleoporin Nup186/Nup192/Nup205
134at38820	Duplicated	chr4D_AGS2000	243601103	243570282	-	2807.1	1424	https://v10-1.orthodb.org/?query=134at38820	Phosphatidylinositol-4-phosphate 5-kinase, core
134at38820	Duplicated	chr4B_AGS2000	332586915	332543223	-	2801.9	1421	https://v10-1.orthodb.org/?query=134at38820	Phosphatidylinositol-4-phosphate 5-kinase, core
134at38820	Duplicated	chr4A_AGS2000	359600698	359632205	+	2789.4	1421	https://v10-1.orthodb.org/?query=134at38820	Phosphatidylinositol-4-phosphate 5-kinase, core
135at38820	Duplicated	chr1A_AGS2000	403147090	403174414	+	2976.3	1518	https://v10-1.orthodb.org/?query=135at38820	Anaphase-promoting complex subunit 1
135at38820	Duplicated	chr1D_AGS2000	315325897	315350187	+	2976.0	1518	https://v10-1.orthodb.org/?query=135at38820	Anaphase-promoting complex subunit 1
135at38820	Duplicated	chr1B_AGS2000	509537399	509562011	+	2958.8	1518	https://v10-1.orthodb.org/?query=135at38820	Anaphase-promoting complex subunit 1
138at38820	Duplicated	chr7D_AGS2000	339841918	339874045	+	2818.0	1427	https://v10-1.orthodb.org/?query=138at38820	Phosphatidylinositol-4-phosphate 5-kinase, core
138at38820	Duplicated	chr7B_AGS2000	316597965	316585221	-	2806.1	1427	https://v10-1.orthodb.org/?query=138at38820	Phosphatidylinositol-4-phosphate 5-kinase, core
138at38820	Duplicated	chr7A_AGS2000	388465120	388487845	+	2805.5	1426	https://v10-1.orthodb.org/?query=138at38820	Phosphatidylinositol-4-phosphate 5-kinase, core
143at38820	Duplicated	chr2B_AGS2000	124879854	124862614	-	2679.3	1405	https://v10-1.orthodb.org/?query=143at38820	DNA polymerase
143at38820	Duplicated	chr2A_AGS2000	72831269	72815770	-	2368.3	1335	https://v10-1.orthodb.org/?query=143at38820	DNA polymerase
143at38820	Duplicated	chr2D_AGS2000	75703270	75715409	+	2460.7	1313	https://v10-1.orthodb.org/?query=143at38820	DNA polymerase
144at38820	Duplicated	chr5A_AGS2000	574320613	574336932	+	3098.6	1654	https://v10-1.orthodb.org/?query=144at38820	Bacterial Ig-like, group 2
144at38820	Duplicated	chr5D_AGS2000	468271477	468287521	+	3096.2	1654	https://v10-1.orthodb.org/?query=144at38820	Bacterial Ig-like, group 2
144at38820	Duplicated	chr5B_AGS2000	579303986	579320497	+	3091.8	1654	https://v10-1.orthodb.org/?query=144at38820	Bacterial Ig-like, group 2
150at38820	Duplicated	chr1D_AGS2000	204396979	204370095	-	2778.4	1364	https://v10-1.orthodb.org/?query=150at38820	UDP-glucose:Glycoprotein Glucosyltransferase
150at38820	Duplicated	chr1A_AGS2000	271395075	271416404	+	2559.9	1336	https://v10-1.orthodb.org/?query=150at38820	UDP-glucose:Glycoprotein Glucosyltransferase
150at38820	Duplicated	chr1B_AGS2000	383077198	383049817	-	2558.8	1336	https://v10-1.orthodb.org/?query=150at38820	UDP-glucose:Glycoprotein Glucosyltransferase
157at38820	Duplicated	chr6D_AGS2000	416388544	416374683	-	2835.5	1348	https://v10-1.orthodb.org/?query=157at38820	Mediator complex, subunit Med23
157at38820	Duplicated	chr6B_AGS2000	584634677	584620480	-	2835.3	1348	https://v10-1.orthodb.org/?query=157at38820	Mediator complex, subunit Med23
157at38820	Duplicated	chr6A_AGS2000	536476128	536443438	-	2826.8	1348	https://v10-1.orthodb.org/?query=157at38820	Mediator complex, subunit Med23
166at38820	Duplicated	chr5D_AGS2000	461176599	461188689	+	2168.2	1444	https://v10-1.orthodb.org/?query=166at38820	Zinc finger, PHD-type
166at38820	Duplicated	chr5B_AGS2000	568838568	568848793	+	2010.8	1363	https://v10-1.orthodb.org/?query=166at38820	Zinc finger, PHD-type
166at38820	Duplicated	chr5A_AGS2000	564621951	564632450	+	2054.9	1359	https://v10-1.orthodb.org/?query=166at38820	Zinc finger, PHD-type
168at38820	Duplicated	chr4B_AGS2000	237429273	237417572	-	2813.3	1300	https://v10-1.orthodb.org/?query=168at38820	P-loop containing nucleoside triphosphate hydrolase
168at38820	Duplicated	ptg000540l	1631342	1643045	+	2813.3	1300	https://v10-1.orthodb.org/?query=168at38820	P-loop containing nucleoside triphosphate hydrolase
168at38820	Duplicated	chr4D_AGS2000	215932093	215922654	-	2661.7	1209	https://v10-1.orthodb.org/?query=168at38820	P-loop containing nucleoside triphosphate hydrolase
168at38820	Duplicated	chr4A_AGS2000	313901442	313912336	+	2654.6	1209	https://v10-1.orthodb.org/?query=168at38820	P-loop containing nucleoside triphosphate hydrolase
172at38820	Duplicated	chr2D_AGS2000	581863738	581852558	-	3078.1	1454	https://v10-1.orthodb.org/?query=172at38820	ABC transporter type 1, transmembrane domain
172at38820	Duplicated	chr2A_AGS2000	719666744	719677897	+	3073.2	1454	https://v10-1.orthodb.org/?query=172at38820	ABC transporter type 1, transmembrane domain
172at38820	Duplicated	chr2B_AGS2000	704167110	704155992	-	3068.0	1454	https://v10-1.orthodb.org/?query=172at38820	ABC transporter type 1, transmembrane domain
172at38820	Duplicated	chr1B_AGS2000	741582783	741594824	+	3009.7	1454	https://v10-1.orthodb.org/?query=172at38820	ABC transporter type 1, transmembrane domain
172at38820	Duplicated	chr1A_AGS2000	576765402	576779658	+	2829.3	1454	https://v10-1.orthodb.org/?query=172at38820	ABC transporter type 1, transmembrane domain
173at38820	Duplicated	chr3D_AGS2000	308622985	308610858	-	2771.7	1326	https://v10-1.orthodb.org/?query=173at38820	Myosin head, motor domain
173at38820	Duplicated	chr3A_AGS2000	389446256	389414843	-	2759.4	1326	https://v10-1.orthodb.org/?query=173at38820	Myosin head, motor domain
173at38820	Duplicated	chr3B_AGS2000	402453499	402466033	+	2733.4	1326	https://v10-1.orthodb.org/?query=173at38820	Myosin head, motor domain
174at38820	Duplicated	chr2B_AGS2000	814425171	814410274	-	2943.8	1595	https://v10-1.orthodb.org/?query=174at38820	WD40/YVTN repeat-like-containing domain superfamily
174at38820	Duplicated	chr2A_AGS2000	803133078	803123911	-	2949.4	1591	https://v10-1.orthodb.org/?query=174at38820	WD40/YVTN repeat-like-containing domain superfamily
